,Unnamed: 0.1,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_Against,Goals_Against_per90,Shots_on_Target_Against,Saves,Save%,W,D,L,CS,CS%,PK_attempts,PK_Allowed,PKs_Saved,PK_missed,Save%(Penalty Kicks),Gk_free_kick_goals_against,Gk_corner_kick_goals_against,Gk_own_goals_against,Gk_psxg,Gk_psxg_per_shot_on_target_against,Gk_psxg_diff,Gk_psxg_net_per90,Gk_passes_completed_launched,Gk_passes_attempted_launched,Gk_passes_pct_launched,Gk_passes,Gk_passes_throws,Gk_pct_passes_launched,Gk_passes_length_avg,Gk_goal_kicks,Gk_pct_goal_kicks_launched,Gk_goal_kick_length_avg,Gk_crosses_faced,Gk_crosses_stopped,Gk_crosses_stopped_pct,Gk_def_actions_outside_pen_area,Gk_def_actions_outside_pen_area_per90,Gk_avg_distance_def_actions,Gk_goal_kicks_launched,Gk_passes_launched,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Goal_Creating_Action,Shot_Creating_Action,Shot_Creating_Action_per90,Goal_Creating_Action_90,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Tocuhes_Live_Balls,Carries,Passes_Received,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Tocuhes_Live_Balls_per_90,Carries_per_90,Passes_Received_per_90
62,62,64,Ben Foster,eng ENG,GK,Watford,eng Premier League,38,1983,26,26,2340,26.0,49,1.88,116,67,60.3,5,5,16,4,15.4,4,3,1,0,25.0,0,3,1,37.1,0.29,-10.9,-0.42,196,622,31.5,657,76,64.1,44.7,223,90.1,60.6,455,20,4.4,37,1.42,15.9,200,421,428.0,886.0,48.3,16732.0,14440.0,38.0,39.0,97.4,137.0,148.0,92.6,253.0,692.0,36.6,,0.1,0.1,0.9,1.0,33.0,1.0,0.0,0.0,1.0,8.0,0.31,0.04,719.0,925.0,16.0,940.0,450.0,338.0,27.65,35.58,0.62,36.15,17.31,13.0
65,65,67,Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,28,1993,31,31,2790,31.0,45,1.45,135,92,72.6,8,8,15,8,25.8,8,8,0,0,0.0,1,7,2,45.3,0.28,2.3,0.07,183,452,40.5,814,159,38.9,34.7,246,54.9,40.1,411,19,4.6,25,0.81,14.5,135,316,755.0,1062.0,71.1,21393.0,15894.0,155.0,157.0,98.7,314.0,321.0,97.8,277.0,573.0,48.3,,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,1027.0,1139.0,4.0,1143.0,652.0,477.0,33.13,36.74,0.13,36.87,21.03,15.39
67,67,69,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,30,1990,38,38,3420,38.0,57,1.5,180,124,70.0,16,10,12,8,21.1,5,3,2,0,40.0,0,4,3,55.1,0.29,1.1,0.03,103,315,32.7,623,134,30.0,30.9,299,42.8,35.9,525,8,1.5,25,0.66,14.0,127,186,677.0,924.0,73.3,16463.0,11234.0,176.0,178.0,98.9,332.0,343.0,96.8,166.0,397.0,41.8,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.08,0.0,928.0,1019.0,1.0,1020.0,466.0,371.0,24.42,26.82,0.03,26.84,12.26,9.76
69,69,71,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,33,1987,34,34,3060,34.0,56,1.65,156,102,67.3,10,8,16,9,26.5,5,5,0,0,0.0,1,2,2,52.3,0.31,-1.7,-0.05,233,579,40.2,951,145,41.9,36.5,287,63.1,47.7,532,24,4.5,51,1.5,16.7,181,398,831.0,1245.0,66.7,26246.0,19511.0,102.0,103.0,99.0,384.0,398.0,96.5,341.0,732.0,46.6,,0.1,0.1,-0.1,2.0,22.0,0.0,0.0,0.0,1.0,9.0,0.26,0.03,1085.0,1329.0,21.0,1350.0,668.0,554.0,31.91,39.09,0.62,39.71,19.65,16.29
70,70,72,Alfred Gomis,sn SEN,GK,Rennes,fr Ligue 1,27,1993,25,25,2250,25.0,25,1.0,67,43,68.7,14,5,6,10,40.0,4,4,0,0,0.0,0,4,1,23.9,0.33,-0.1,0.0,130,304,42.8,627,119,32.1,31.4,151,68.2,49.5,362,17,4.7,31,1.24,16.1,102,201,594.0,778.0,76.3,16899.0,12376.0,101.0,102.0,99.0,296.0,299.0,99.0,196.0,376.0,52.1,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.08,0.0,678.0,815.0,7.0,822.0,485.0,394.0,27.12,32.6,0.28,32.88,19.4,15.76
72,72,74,Ivo Grbić,hr CRO,GK,Lille,fr Ligue 1,25,1996,21,21,1890,21.0,28,1.33,85,58,69.4,8,7,6,2,9.5,2,2,0,0,0.0,1,5,1,23.2,0.25,-3.8,-0.18,97,267,36.3,419,87,41.5,35.2,166,56.0,43.5,310,16,5.2,13,0.62,11.7,92,173,397.0,585.0,67.9,11507.0,9011.0,96.0,96.0,100.0,156.0,158.0,98.7,143.0,329.0,43.5,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.14,0.0,552.0,620.0,7.0,627.0,306.0,226.0,26.29,29.52,0.33,29.86,14.57,10.76
73,73,75,Etienne Green,eng ENG,GK,Saint-Étienne,fr Ligue 1,21,2000,15,15,1197,13.3,27,2.03,67,42,61.2,2,5,8,1,6.7,1,1,0,0,0.0,1,1,2,23.9,0.34,-1.1,-0.08,64,166,38.6,290,64,34.8,34.4,110,59.1,46.6,173,6,3.5,14,1.05,14.1,65,100,287.0,402.0,71.4,8355.0,6213.0,57.0,57.0,100.0,123.0,123.0,100.0,106.0,219.0,48.4,,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.23,0.0,391.0,443.0,1.0,444.0,192.0,175.0,29.4,33.31,0.08,33.38,14.44,13.16
76,76,78,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,34,1987,30,30,2655,29.5,33,1.12,116,83,74.1,9,11,10,11,36.7,3,3,0,0,0.0,1,10,0,28.8,0.23,-4.2,-0.14,105,282,37.2,778,182,26.6,28.3,201,37.3,31.5,386,17,4.4,36,1.22,16.3,74,206,776.0,982.0,79.0,17570.0,10060.0,241.0,242.0,99.6,345.0,348.0,99.1,171.0,369.0,46.3,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,912.0,1030.0,3.0,1033.0,622.0,485.0,30.92,34.92,0.1,35.02,21.08,16.44
77,77,79,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,31,1990,33,33,2967,33.0,34,1.03,111,78,72.1,17,7,9,9,27.3,3,3,0,0,0.0,0,6,1,31.9,0.27,-1.1,-0.03,117,310,37.7,976,162,24.9,29.5,198,33.8,33.1,349,14,4.0,61,1.85,20.6,66,243,950.0,1176.0,80.8,23404.0,15166.0,231.0,231.0,100.0,477.0,480.0,99.4,240.0,461.0,52.1,,0.0,0.1,0.0,0.0,17.0,3.0,0.0,6.0,0.0,4.0,0.12,0.0,1006.0,1206.0,31.0,1235.0,704.0,647.0,30.48,36.55,0.94,37.42,21.33,19.61
79,79,81,Samir Handanović,si SVN,GK,Inter,it Serie A,37,1984,37,37,3330,37.0,30,0.81,124,95,79.0,25,9,3,15,40.5,4,4,0,0,0.0,0,3,1,33.2,0.24,4.2,0.11,139,301,46.2,1118,176,24.3,28.1,142,20.4,26.5,393,15,3.8,10,0.27,11.2,28,271,1074.0,1260.0,85.2,25784.0,18136.0,270.0,271.0,99.6,530.0,533.0,99.4,264.0,445.0,59.3,,0.0,0.1,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,0.14,0.0,1193.0,1330.0,0.0,1331.0,866.0,815.0,32.24,35.95,0.0,35.97,23.41,22.03
81,81,83,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,28,1993,36,36,3240,36.0,48,1.33,147,97,70.1,12,10,14,12,33.3,7,4,3,0,42.9,0,10,1,48.1,0.29,1.1,0.03,388,850,45.6,852,78,69.0,46.5,306,85.6,58.5,529,23,4.3,64,1.78,18.1,261,587,668.0,1160.0,57.6,28646.0,25456.0,42.0,43.0,97.7,185.0,196.0,94.4,440.0,917.0,48.0,,0.0,0.1,0.0,1.0,64.0,0.0,0.0,0.0,0.0,3.0,0.08,0.0,925.0,1240.0,13.0,1253.0,598.0,416.0,25.69,34.44,0.36,34.81,16.61,11.56
83,83,85,Timo Horn,de GER,GK,Köln,de Bundesliga,28,1993,13,13,1170,13.0,21,1.62,56,36,62.5,4,6,3,1,7.7,0,0,0,0,0.0,0,3,1,19.7,0.36,-0.3,-0.02,67,166,40.4,438,47,32.2,33.1,81,30.9,33.4,149,4,2.7,19,1.46,17.4,25,141,408.0,519.0,78.6,11271.0,7762.0,69.0,69.0,100.0,197.0,199.0,99.0,142.0,251.0,56.6,,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.15,0.0,463.0,541.0,3.0,544.0,324.0,303.0,35.62,41.62,0.23,41.85,24.92,23.31
84,84,86,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,31,1989,32,32,2880,32.0,44,1.37,154,109,72.7,17,7,8,8,25.0,4,2,1,1,33.3,2,6,0,41.9,0.26,-2.1,-0.07,130,381,34.1,1050,173,27.8,30.6,209,42.6,37.4,385,17,4.4,45,1.41,17.5,89,291,969.0,1260.0,76.9,24679.0,17459.0,194.0,194.0,100.0,493.0,498.0,99.0,281.0,565.0,49.7,,0.0,0.1,0.0,0.0,7.0,0.0,0.0,1.0,0.0,4.0,0.12,0.0,1073.0,1327.0,9.0,1336.0,802.0,698.0,33.53,41.47,0.28,41.75,25.06,21.81
85,85,87,Léo Jardim,br BRA,GK,Lille,fr Ligue 1,26,1995,17,17,1530,17.0,20,1.18,66,47,75.8,6,6,5,8,47.1,4,4,0,0,0.0,0,3,1,15.9,0.19,-3.1,-0.18,65,214,30.4,310,69,42.9,35.1,125,64.8,47.3,212,8,3.8,22,1.29,17.1,81,132,275.0,435.0,63.2,7879.0,6168.0,70.0,71.0,98.6,99.0,103.0,96.1,103.0,258.0,39.9,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.06,0.0,402.0,471.0,3.0,474.0,274.0,180.0,23.65,27.71,0.18,27.88,16.12,10.59
90,90,92,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,23,1997,29,29,2565,28.5,39,1.37,110,73,67.3,20,3,6,7,24.1,3,3,0,0,0.0,2,5,2,37.3,0.32,0.3,0.01,77,240,32.1,836,142,20.5,27.5,185,37.3,35.4,343,17,5.0,49,1.72,16.1,69,171,840.0,1024.0,82.0,19421.0,12069.0,215.0,215.0,100.0,444.0,448.0,99.1,173.0,349.0,49.6,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,4.0,0.14,0.04,934.0,1096.0,5.0,1101.0,652.0,561.0,32.77,38.46,0.18,38.63,22.88,19.68
91,91,93,Tim Krul,nl NED,GK,Norwich City,eng Premier League,33,1988,29,29,2610,29.0,62,2.14,165,105,66.7,4,5,20,5,17.2,8,7,0,1,0.0,1,7,2,48.3,0.27,-11.7,-0.4,134,399,33.6,847,168,34.5,34.3,224,47.8,40.1,442,14,3.2,19,0.66,12.6,107,292,759.0,1073.0,70.7,21441.0,14060.0,104.0,105.0,99.0,370.0,382.0,96.9,284.0,583.0,48.7,,0.6,0.5,-0.6,1.0,7.0,1.0,0.0,1.0,0.0,6.0,0.21,0.0,953.0,1128.0,21.0,1149.0,621.0,506.0,32.86,38.9,0.72,39.62,21.41,17.45
92,92,94,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,22,1999,38,38,3420,38.0,48,1.26,155,105,71.6,15,10,13,8,21.1,7,4,3,0,42.9,0,6,1,52.4,0.3,5.4,0.14,206,607,33.9,824,137,46.2,39.2,288,78.5,55.5,491,27,5.5,56,1.47,14.9,226,380,684.0,1114.0,61.4,22491.0,18197.0,86.0,87.0,98.9,296.0,301.0,98.3,301.0,722.0,41.7,,0.0,0.1,0.0,0.0,22.0,0.0,0.0,0.0,1.0,4.0,0.11,0.03,1017.0,1227.0,6.0,1233.0,615.0,462.0,26.76,32.29,0.16,32.45,16.18,12.16
93,93,95,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,35,1985,27,27,2313,25.7,33,1.28,100,66,70.0,10,8,9,5,18.5,4,3,1,0,25.0,1,2,0,31.8,0.29,-1.2,-0.05,108,259,41.7,535,133,35.3,31.3,199,35.2,33.1,293,19,6.5,24,0.93,14.1,70,188,559.0,735.0,76.1,13866.0,10681.0,173.0,175.0,98.9,223.0,227.0,98.2,149.0,317.0,47.0,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.04,0.04,719.0,793.0,0.0,795.0,422.0,299.0,27.98,30.86,0.0,30.93,16.42,11.63
94,94,96,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,28,1993,38,38,3420,38.0,51,1.34,170,117,76.5,8,15,15,13,34.2,13,11,2,0,15.4,0,10,0,52.8,0.24,1.8,0.05,272,792,34.3,840,119,63.3,46.0,313,83.1,60.2,586,42,7.2,28,0.74,12.1,260,531,606.0,1160.0,52.2,23952.0,20066.0,53.0,54.0,98.1,197.0,201.0,98.0,353.0,892.0,39.6,,0.0,0.1,0.0,2.0,38.0,2.0,0.0,0.0,1.0,9.0,0.24,0.03,1060.0,1260.0,13.0,1273.0,599.0,401.0,27.89,33.16,0.34,33.5,15.76,10.55
98,98,100,Andreas Linde,se SWE,GK,Greuther Fürth,de Bundesliga,28,1993,12,12,1080,12.0,24,2.0,62,39,62.9,1,5,6,3,25.0,1,1,0,0,0.0,0,5,1,19.7,0.31,-3.3,-0.27,63,211,29.9,408,69,39.0,35.1,87,59.8,44.8,227,13,5.7,10,0.83,13.8,52,159,324.0,501.0,64.7,8748.0,6370.0,59.0,61.0,96.7,162.0,168.0,96.4,100.0,263.0,38.0,,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,3.0,0.25,0.0,445.0,520.0,7.0,527.0,324.0,261.0,37.08,43.33,0.58,43.92,27.0,21.75
99,99,101,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,34,1986,38,38,3420,38.0,40,1.05,137,98,72.3,22,5,11,16,42.1,2,2,0,0,0.0,1,5,1,37.6,0.26,-1.4,-0.04,115,279,41.2,676,161,29.6,31.0,278,28.4,26.5,567,33,5.8,45,1.18,14.2,78,200,767.0,957.0,80.1,18629.0,12234.0,247.0,252.0,98.0,295.0,299.0,98.7,211.0,388.0,54.4,,0.2,0.1,-0.2,2.0,15.0,1.0,0.0,0.0,3.0,6.0,0.16,0.08,951.0,1043.0,3.0,1046.0,544.0,377.0,25.03,27.45,0.08,27.53,14.32,9.92
100,100,102,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,30,1990,34,34,2982,33.1,45,1.36,148,105,71.6,14,11,9,8,23.5,4,3,1,0,25.0,1,8,3,42.7,0.26,0.7,0.02,113,263,43.0,910,160,23.0,29.3,219,24.7,31.4,412,17,4.1,28,0.85,14.6,54,209,945.0,1129.0,83.7,24234.0,17011.0,151.0,153.0,98.7,540.0,542.0,99.6,251.0,430.0,58.4,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,0.12,0.0,1012.0,1198.0,11.0,1209.0,732.0,608.0,30.57,36.19,0.33,36.53,22.11,18.37
101,101,103,Diego López,es ESP,GK,Espanyol,es La Liga,39,1981,36,36,3177,35.3,49,1.39,157,110,70.7,10,12,14,9,25.0,4,3,0,1,0.0,0,4,2,50.3,0.31,3.3,0.09,158,429,36.8,859,207,33.8,33.8,298,46.6,38.7,616,35,5.7,43,1.22,13.7,138,290,857.0,1160.0,73.9,23893.0,16025.0,149.0,152.0,98.0,426.0,433.0,98.4,278.0,568.0,48.9,,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,0.06,0.0,1072.0,1233.0,14.0,1245.0,583.0,405.0,30.37,34.93,0.4,35.27,16.52,11.47
102,102,104,Pau López,es ESP,GK,Marseille,fr Ligue 1,26,1994,29,29,2610,29.0,31,1.07,86,55,68.6,15,6,8,10,34.5,4,4,0,0,0.0,0,5,0,29.9,0.32,-1.1,-0.04,79,248,31.9,1166,145,16.8,25.8,167,31.1,33.4,271,19,7.0,46,1.59,17.8,51,195,1136.0,1334.0,85.2,25402.0,15433.0,298.0,298.0,100.0,620.0,627.0,98.9,216.0,405.0,53.3,,0.7,0.1,0.3,1.0,14.0,0.0,0.0,1.0,1.0,6.0,0.21,0.03,801.0,1323.0,63.0,1384.0,962.0,842.0,27.62,45.62,2.17,47.72,33.17,29.03
107,107,109,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,34,1987,27,27,2430,27.0,39,1.44,104,68,64.4,11,7,9,6,22.2,2,2,0,0,0.0,0,5,3,30.5,0.29,-5.5,-0.2,163,472,34.5,784,122,43.6,36.0,217,59.9,44.2,399,29,7.3,24,0.89,12.9,129,341,660.0,1005.0,65.7,19469.0,14518.0,119.0,120.0,99.2,290.0,300.0,96.7,249.0,576.0,43.2,,0.0,0.1,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,831.0,1061.0,5.0,1066.0,597.0,481.0,30.78,39.3,0.19,39.48,22.11,17.81
108,108,110,Niki Mäenpää,fi FIN,GK,Venezia,it Serie A,36,1985,17,16,1485,16.5,27,1.64,84,57,73.8,1,4,11,1,6.3,6,5,0,1,0.0,0,4,0,28.2,0.28,1.2,0.07,70,221,31.7,379,74,43.5,36.0,143,39.2,35.4,275,6,2.2,10,0.61,10.8,56,164,353.0,523.0,67.5,9427.0,6883.0,95.0,96.0,99.0,152.0,156.0,97.4,102.0,265.0,38.5,,0.3,0.3,0.7,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.06,0.06,493.0,565.0,3.0,568.0,264.0,212.0,29.88,34.24,0.18,34.42,16.0,12.85
109,109,111,Mike Maignan,fr FRA,GK,Milan,it Serie A,26,1995,32,32,2880,32.0,21,0.66,101,81,81.2,22,7,3,17,53.1,2,2,0,0,0.0,0,4,1,24.3,0.22,4.3,0.13,157,374,42.0,1004,164,31.5,33.0,149,38.9,36.5,347,25,7.2,45,1.41,16.8,57,316,913.0,1154.0,79.1,24884.0,17336.0,172.0,172.0,100.0,429.0,431.0,99.5,305.0,543.0,56.2,,0.4,0.1,0.6,2.0,36.0,2.0,0.0,1.0,1.0,9.0,0.28,0.03,867.0,1195.0,13.0,1207.0,798.0,660.0,27.09,37.34,0.41,37.72,24.94,20.62
110,110,112,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,20,2000,18,18,1620,18.0,20,1.11,75,55,76.0,5,7,6,8,44.4,2,2,0,0,0.0,0,2,0,21.1,0.26,1.1,0.06,115,314,36.6,346,64,57.8,41.4,149,76.5,53.7,273,13,4.8,29,1.61,16.3,113,199,281.0,498.0,56.4,10131.0,8320.0,36.0,38.0,94.7,105.0,110.0,95.5,138.0,345.0,40.0,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.06,0.0,440.0,534.0,5.0,538.0,242.0,137.0,24.44,29.67,0.28,29.89,13.44,7.61
112,112,114,Anthony Mandrea,dz ALG,GK,Angers,fr Ligue 1,24,1996,10,10,900,10.0,14,1.4,44,31,68.2,3,3,4,2,20.0,0,0,0,0,0.0,0,2,1,12.6,0.29,-0.4,-0.04,37,139,26.6,184,37,50.5,40.5,88,52.3,45.2,186,8,4.3,8,0.8,11.6,46,92,161.0,273.0,59.0,5083.0,3669.0,18.0,18.0,100.0,80.0,81.0,98.8,62.0,172.0,36.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,302.0,1.0,303.0,159.0,84.0,27.3,30.2,0.1,30.3,15.9,8.4
114,114,116,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,28,1992,36,36,3240,36.0,48,1.33,140,93,68.6,13,6,17,11,30.6,6,4,1,1,20.0,2,5,2,42.1,0.27,-3.9,-0.11,146,406,36.0,824,162,36.4,33.6,275,38.5,34.1,474,34,7.2,33,0.92,15.4,105,299,816.0,1103.0,74.0,21013.0,14329.0,202.0,203.0,99.5,383.0,390.0,98.2,227.0,502.0,45.2,,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,5.0,0.14,0.03,987.0,1140.0,19.0,1158.0,642.0,454.0,27.42,31.67,0.53,32.17,17.83,12.61
116,116,118,Luís Maximiano,pt POR,GK,Granada,es La Liga,22,1999,35,35,3136,34.8,55,1.58,177,122,71.8,8,12,15,7,20.0,7,5,2,0,28.6,0,7,2,56.0,0.28,3.0,0.09,232,730,31.8,839,149,56.7,42.6,335,75.8,52.5,574,29,5.1,54,1.55,17.6,253,475,641.0,1177.0,54.5,22171.0,18032.0,89.0,89.0,100.0,250.0,258.0,96.9,301.0,826.0,36.4,,0.0,0.1,0.0,0.0,33.0,1.0,0.0,1.0,1.0,5.0,0.14,0.03,1055.0,1256.0,10.0,1262.0,602.0,374.0,30.32,36.09,0.29,36.26,17.3,10.75
117,117,119,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,31,1989,17,17,1530,17.0,27,1.59,71,44,62.0,3,7,7,5,29.4,0,0,0,0,0.0,0,6,0,21.5,0.31,-5.5,-0.32,74,246,30.1,383,78,40.7,34.7,125,72.0,50.6,255,22,8.6,5,0.29,9.6,90,155,318.0,508.0,62.6,8708.0,6548.0,79.0,79.0,100.0,139.0,141.0,98.6,97.0,283.0,34.3,,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,2.0,0.12,0.0,427.0,533.0,3.0,536.0,278.0,231.0,25.12,31.35,0.18,31.53,16.35,13.59
118,118,120,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,29,1992,34,34,3060,34.0,31,0.91,102,72,75.5,19,10,5,14,41.2,6,6,0,0,0.0,0,1,1,28.4,0.22,-1.6,-0.05,83,193,43.0,779,154,18.9,25.3,177,26.0,24.9,375,28,7.5,46,1.35,14.9,46,147,811.0,957.0,84.7,17070.0,11353.0,282.0,284.0,99.3,333.0,344.0,96.8,157.0,288.0,54.5,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,880.0,1012.0,5.0,1017.0,580.0,527.0,25.88,29.76,0.15,29.91,17.06,15.5
120,120,122,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,21,2000,38,38,3384,37.6,79,2.1,220,142,66.4,9,11,18,5,13.2,5,5,0,0,0.0,3,10,1,61.8,0.26,-16.2,-0.43,108,410,26.3,1101,274,27.5,29.3,288,37.2,33.3,438,23,5.3,45,1.2,14.2,107,302,1037.0,1392.0,74.5,24030.0,14107.0,249.0,253.0,98.4,558.0,571.0,97.7,227.0,560.0,40.5,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.08,0.0,1295.0,1483.0,7.0,1489.0,856.0,721.0,34.44,39.44,0.19,39.6,22.77,19.18
121,121,123,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,24,1997,27,27,2430,27.0,33,1.22,80,46,67.5,9,7,11,4,14.8,8,7,1,0,12.5,2,4,0,26.7,0.24,-6.3,-0.23,192,659,29.1,849,97,59.5,44.4,169,91.1,66.3,290,18,6.2,22,0.81,14.3,153,505,528.0,1026.0,51.5,18715.0,14556.0,52.0,53.0,98.1,243.0,247.0,98.4,233.0,717.0,32.5,,0.0,0.2,0.0,0.0,51.0,3.0,0.0,1.0,2.0,7.0,0.26,0.07,704.0,1051.0,14.0,1065.0,655.0,527.0,26.07,38.93,0.52,39.44,24.26,19.52
122,122,124,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,25,1996,34,34,3060,34.0,50,1.47,137,88,65.0,13,10,11,4,11.8,3,2,1,0,33.3,1,7,2,40.6,0.28,-7.4,-0.22,189,577,32.8,733,120,57.2,42.3,231,68.4,46.5,495,21,4.2,23,0.68,13.1,158,419,539.0,973.0,55.4,18345.0,14461.0,74.0,74.0,100.0,197.0,203.0,97.0,263.0,682.0,38.6,,0.0,0.1,0.0,0.0,22.0,0.0,0.0,0.0,0.0,3.0,0.09,0.0,882.0,1058.0,4.0,1062.0,554.0,433.0,25.94,31.12,0.12,31.24,16.29,12.74
124,124,126,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,23,1997,30,30,2700,30.0,52,1.73,139,88,65.5,7,10,13,4,13.3,4,4,0,0,0.0,1,5,1,46.3,0.31,-4.7,-0.16,92,235,39.1,773,152,21.2,27.3,240,29.6,30.7,447,17,3.8,37,1.23,15.4,71,163,853.0,1014.0,84.1,19929.0,12915.0,243.0,243.0,100.0,390.0,394.0,99.0,205.0,361.0,56.8,,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,0.07,0.0,917.0,1084.0,9.0,1093.0,566.0,508.0,30.57,36.13,0.3,36.43,18.87,16.93
125,125,127,Juan Musso,ar ARG,GK,Atalanta,it Serie A,27,1994,33,33,2932,32.6,42,1.29,119,80,67.2,16,8,9,8,24.2,4,3,0,1,0.0,0,2,3,37.5,0.3,-1.5,-0.05,147,348,42.2,744,170,27.4,31.3,208,69.2,49.7,308,28,9.1,39,1.2,16.5,143,203,715.0,958.0,74.6,20801.0,14921.0,97.0,97.0,100.0,349.0,355.0,98.3,262.0,490.0,53.5,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,0.09,0.0,831.0,1010.0,10.0,1019.0,589.0,451.0,25.49,30.98,0.31,31.26,18.07,13.83
126,126,128,Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,27,1994,22,22,1980,22.0,38,1.73,91,56,62.6,3,8,11,4,18.2,5,4,0,1,0.0,4,3,3,30.5,0.3,-4.5,-0.2,71,296,24.0,357,78,45.7,38.5,177,75.1,56.0,345,4,1.2,15,0.68,13.1,132,163,299.0,536.0,55.8,9080.0,7070.0,61.0,62.0,98.4,126.0,129.0,97.7,110.0,341.0,32.3,,0.0,0.1,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,580.0,3.0,583.0,260.0,170.0,22.36,26.36,0.14,26.5,11.82,7.73
127,127,129,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,34,1986,21,21,1856,20.6,18,0.87,78,60,79.5,13,6,2,7,33.3,2,2,0,0,0.0,0,2,0,18.3,0.21,0.3,0.01,23,58,39.7,415,100,11.3,24.5,132,8.3,22.2,239,5,2.1,20,0.97,16.3,10,46,501.0,547.0,91.6,10820.0,7312.0,139.0,140.0,99.3,268.0,270.0,99.3,92.0,134.0,68.7,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,577.0,2.0,579.0,343.0,243.0,25.78,28.01,0.1,28.11,16.65,11.8
